Fecha,num_atascos
2024-03-18 13:57:00,13
2024-03-18 14:27:00,21
2024-03-18 14:57:00,14
2024-03-18 15:27:00,17
2024-03-18 15:57:00,18
2024-03-18 16:27:00,22
2024-03-18 16:57:00,14
2024-03-18 17:27:00,19
2024-03-18 17:57:00,24
2024-03-18 18:27:00,25
2024-03-18 18:57:00,8
2024-03-18 19:27:00,4
2024-03-18 19:57:00,8
2024-03-18 20:27:00,3
2024-03-18 20:57:00,2
2024-03-18 21:27:00,4
2024-03-18 21:57:00,6
2024-03-18 22:27:00,1
2024-03-18 22:57:00,1
2024-03-18 23:57:00,2
2024-03-19 03:27:00,1
2024-03-19 05:57:00,1
2024-03-19 06:27:00,2
2024-03-19 06:57:00,12
2024-03-19 07:27:00,18
2024-03-19 07:57:00,12
2024-03-19 08:27:00,11
2024-03-19 08:57:00,4
2024-03-19 09:27:00,10
2024-03-19 09:57:00,7
2024-03-19 10:27:00,13
2024-03-19 10:57:00,10
2024-03-19 11:27:00,10
2024-03-19 11:57:00,7
2024-03-19 12:27:00,15
2024-03-19 12:57:00,13
2024-03-19 13:27:00,6
2024-03-19 13:57:00,13
2024-03-19 14:27:00,22
2024-03-19 14:57:00,18
2024-03-19 15:27:00,14
2024-03-19 15:57:00,15
2024-03-19 16:27:00,15
2024-03-19 16:57:00,20
2024-03-19 17:27:00,33
2024-03-19 17:57:00,36
2024-03-19 18:27:00,21
2024-03-19 18:57:00,12
2024-03-19 19:27:00,7
2024-03-19 19:57:00,6
2024-03-19 20:27:00,5
2024-03-19 20:57:00,6
2024-03-19 21:27:00,2
2024-03-19 21:57:00,1
2024-03-19 23:27:00,1
2024-03-20 04:57:00,1
2024-03-20 05:57:00,1
2024-03-20 06:27:00,2
2024-03-20 06:57:00,13
2024-03-20 07:27:00,10
2024-03-20 07:57:00,14
2024-03-20 08:27:00,6
2024-03-20 08:57:00,3
2024-03-20 09:27:00,6
2024-03-20 09:57:00,8
2024-03-20 10:27:00,11
2024-03-20 10:57:00,8
2024-03-20 11:27:00,15
2024-03-20 11:57:00,14
2024-03-20 12:27:00,18
2024-03-20 12:57:00,12
2024-03-20 13:27:00,11
2024-03-20 13:57:00,14
2024-03-20 14:27:00,13
2024-03-20 14:57:00,14
2024-03-20 15:27:00,14
2024-03-20 15:57:00,16
2024-03-20 16:27:00,15
2024-03-20 16:58:00,10
2024-03-20 17:27:00,19
2024-03-20 17:57:00,23
2024-03-20 18:27:00,38
2024-03-20 18:57:00,22
2024-03-20 19:27:00,15
2024-03-20 19:57:00,6
2024-03-20 20:27:00,4
2024-03-20 20:57:00,5
2024-03-20 21:27:00,1
2024-03-20 22:27:00,3
2024-03-20 22:57:00,1
2024-03-20 23:27:00,3
2024-03-21 01:27:00,1
2024-03-21 03:57:00,2
2024-03-21 05:57:00,3
2024-03-21 06:27:00,3
2024-03-21 06:57:00,15
2024-03-21 07:27:00,9
2024-03-21 07:57:00,10
2024-03-21 08:27:00,7
2024-03-21 08:57:00,8
2024-03-21 09:27:00,8
2024-03-21 09:57:00,8
2024-03-21 10:27:00,10
2024-03-21 10:58:00,6
2024-03-21 11:27:00,9
2024-03-21 11:57:00,18
2024-03-21 12:27:00,24
2024-03-21 12:57:00,14
2024-03-21 13:27:00,15
2024-03-21 13:57:00,9
2024-03-21 14:27:00,18
2024-03-21 14:57:00,9
